rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Inpatient Revenue,Outpatient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio
740279,344034,DOROTHEA DIX BEHAVIORAL HEALTH,432 HOSPITAL DRIVE,LINVILLE,NC,28646,AVERY,99934,R,PH,4,2,2022-01-13,2022-09-30,47.48,37,9657,,,,,2650029,6076613,242592,7678768,8467668,30799,8498467,,,,9738412,41205,6792019,2987598,8726643,-5739045,303623,-5435422,,-5435422,
740289,361327,CHWC-MONTPELIER,909 SNYDER AVE.,MONTPELIER,OH,43543-1271,WILLIAMS,99936,R,CAH,1,2,2021-10-01,2022-09-30,87.48,25,9125,219564,521714,511541,1277712,6448659,7286597,507861,12807728,7157452,14396359,21553811,,,,7252825,14347714,9287118,12313421,13735256,-1421835,-7620050,-9041885,,-9041885,0.594221
740304,370097,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,LAWTON,OK,73505,COMANCHE,30020,U,STH,1,4,2021-11-01,2022-10-31,417.05,126,45990,727005,12161902,3006677,3723745,32482503,55625401,3250303,63134609,130717134,214786012,345503146,4609511,32482503,1165706,131397055,238607055,300504633,69499477,84470035,-14970558,1285240,-13685318,,-13685318,0.182732
740309,370173,CLAREMORE INDIAN HOSPITAL,101 SOUTH MOORE STREET,CLAREMORE,OK,74017,ROGERS,46140,R,STH,1,7,2021-10-01,2022-09-30,540,46,16790,,,,,41796717,41967746,1675937,61676316,39780,1064064,1103844,1,41796717,,,,,,83764463,-83764463,,-83764463,,-83764463,
740313,371320,CLEVELAND AREA HOSPITAL,1401 W PAWNEE,CLEVELAND,OK,74020,PAWNEE,46140,R,CAH,1,2,2022-01-01,2022-12-31,147.87,14,5110,329062,1493835,1112395,2427079,10974323,8227402,779646,20298880,4604262,33087300,37691562,,,,7541045,33039662,20609874,19970833,19201725,769108,3741456,4510564,,4510564,0.538552
740333,400010,CASTANER HOSPITAL,PO BOX 1003,CASTANER,PR,631,,,NA,STH,9,2,2021-10-01,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740334,400016,AUXILIO MUTUO HOSPITAL,PONCE DE LEON,SAN JUAN,PR,00919-1227,,41980,U,STH,1,2,2021-10-01,2022-09-30,1973,481,175565,,841851,301702,4161943,79595016,156392812,575317,208017909,295471587,137934375,433405962,10661147,79595016,2523229,301989624,144077664,213972697,232094591,235987828,-3893237,12582440,8689203,-31122,8720325,0.479961
740360,442016,SSH - TRI-CITIES  INC.,1 MEDICAL PARK BLVD  5TH FL WEST,BRISTOL,TN,37620,SULLIVAN,28700,U,LTCH,2,4,2021-11-01,2022-10-31,97.01,35,12775,,,,,7346664,10711300,397936,18864087,152310369,,152310369,1174780,7346664,3676427,152310369,,132278168,20032201,18225665,1806536,280897,2087433,2370523,-283090,
740370,450035,ST JOSEPH MEDICAL CENTER,1401 ST JOSEPH PARKWAY,HOUSTON,TX,77002,HARRIS,26420,U,STH,1,6,2021-11-01,2022-10-31,983.05,185,70551,21901532,25105444,26321615,26785142,92032716,165559155,8697686,217389987,709632938,532359833,1241992771,13346829,92032716,6078787,709630985,547711816,1014732686,242610115,257591871,-14981756,8918444,-6063312,,-6063312,0.175033
740378,450083,UT HEALTH EAST TEXAS TYLER,1000 SOUTH BECKHAM,TYLER,TX,-75711,SMITH,46340,R,STH,1,4,2021-11-01,2022-10-31,2012.87,337,122736,32196787,83430951,42654122,43208869,133491793,477983185,10380806,453524796,2157395659,1505865281,3663260940,29420519,133491793,41395321,2157395653,1505883579,3196591786,466687446,611474978,-144787532,170337047,25549515,,25549515,0.123804
740387,450194,UT HEALTH EAST TEXAS JACKSONVILLE,501 S RAGSDALE,JACKSONVILLE,TX,-75766,CHEROKEE,99945,R,STH,1,4,2021-11-01,2022-10-31,158.97,38,13870,3384292,7266286,4556353,4684935,13417322,35095797,783281,45028105,81119265,199338167,280457432,2605325,13417322,2774463,81119267,199338166,233644139,46813294,48513119,-1699825,4671744,2971919,,2971919,0.160552
740409,451325,CONCHO COUNTY HOSPITAL,314 EAKER,EDEN,TX,-76837,CONCHO,99945,R,CAH,1,11,2021-10-01,2022-09-30,50.29,16,5840,1535100,294873,1752815,2308598,3380684,7155384,416871,8765901,789580,7475593,8265173,,,,840012,9799668,4561832,6077848,10536068,-4458220,2096272,-2361948,,-2361948,1.060583
740425,453314,TEXAS SCOTTISH RITE HOSPITAL FOR CHI,2222 WELBORN STREET,DALLAS,TX,75219,,,NA,CH,1,4,2021-10-01,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740427,454083,INTRACARE NORTH HOSPITAL,PO BOX 90550,HOUSTON,TX,77090,HARRIS,26420,U,PH,4,2,2022-01-01,2022-08-26,57.9,90,21330,,,,,4819928,5729575,43221,9207522,9614226,4746700,14360926,,,,9614226,4746700,6375936,7984990,10549503,-2564513,2166402,-398111,,-398111,
740448,492011,UVA TRANSITIONAL CARE HOSPITAL,2965 IVY ROAD,CHARLOTTESVILLE,VA,-22908,ALBEMARLE,16820,U,LTCH,2,2,2022-07-01,2022-08-30,63.58,40,2440,,,,,472005,1245181,379439,1412045,3710432,,3710432,,,,3710432,,2724887,985545,1717186,-731641,119136,-612505,,-612505,
740458,503300,SEATTLE CHILDRENS HOSPITAL,4800 SANDPOINT WAY NE,SEATTLE,WA,-98105,KING,42644,U,CH,7,2,2021-10-01,2022-09-30,6333,350,127050,,,-5562,-5562,827798168,1117339759,82029346,1315277262,2056797580,1207748220,3264545800,,,,2063179732,1296215019,1656951726,1702443025,1605288289,97154736,-63819675,33335061,181003588,-147668527,0.402897
740464,521347,WESTERN WISCONSIN HEALTH,1100 BERGSLIEN STREET,BALDWIN,WI,54002,ST. CROIX,33460,R,CAH,1,2,2021-10-01,2022-09-30,220.37,25,9125,730682,1487324,1560781,4167490,28567809,35222728,2735652,58631756,12482277,77640828,90123105,,,,13172767,83915267,33999636,63088398,63790537,-702139,5159483,4457344,1482426,2974918,0.650574
740466,522006,SSH - MILWAUKEE,8901 W. LINCOLN AVE. 6TH FLOOR,WEST ALLIS,WI,53227,MILWAUKEE,33340,U,LTCH,2,4,2021-11-01,2022-10-31,157.81,63,22995,,,32191,32191,13830101,15652763,607384,30518690,160213938,,160213938,2302870,13830101,2140451,160213939,,131284870,28929069,29674559,-745490,212841,-532649,2802535,-3335184,0.190487
740576,524038,BELLIN PSYCHIATRIC CENTER  INC.,BELLIN PSYCHIATRIC CENTER  INC.,GREEN BAY,WI,54305-3725,BROWN,24580,U,PH,4,2,2021-10-01,2022-09-30,203.51,45,16425,,,,,18897315,12000710,616451,15461743,22562983,10233910,32796893,,,,22552307,32703766,27264573,27991500,30898025,-2906525,87917,-2818608,,-2818608,
740641,261327,RAY COUNTY MEMORIAL HOSPITAL,904 WOLLARD BOULEVARD,RICHMOND,MO,64085-0389,RAY,28140,R,CAH,1,9,2021-11-01,2022-10-31,168.32,25,9125,97585,1782926,1316869,3076732,10816965,15784764,1672106,24942888,4613719,31439868,36053587,,,,4699787,35019938,15378940,24340785,26601729,-2260944,2292360,31416,1785926,-1754510,0.691828
740677,30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA,TUCSON,AZ,-85741,PIMA,46060,R,STH,1,4,2021-10-01,2022-09-30,1090.96,253,92345,2123407,13470545,3671953,28260737,87577322,233814623,10894723,311915290,1386317994,1483339763,2869657757,13329105,87577322,27652055,1386048625,1483609132,2551348356,318309401,321391945,-3082544,-617881,-3700425,,-3700425,0.108694
740681,42011,ADVANCED CARE HOSPITAL OF WHITE CO.,1200 SOUTH MAIN STREET,SEARCY,AR,72143,WHITE,99904,R,LTCH,2,6,2021-10-01,2022-09-30,50.3,27,9855,,,,,3856911,3957387,147022,7476600,18954157,1775627,20729784,,,,18954157,1775627,14304132,6425652,7814298,-1388646,460257,-928389,,-928389,
740682,100135,TALLAHASSEE MEMORIAL HOSPITAL,MAGNOLIA DRIVE & MICCOSUKEE ROAD,TALLAHASSEE,FL,-32308,LEON,45220,U,STH,1,2,2021-10-01,2022-09-30,4412.35,483,176243,20272933,154279626,52144975,94300034,341983274,575005116,33274551,767913128,1977223498,1765281214,3742504712,63582835,338908238,28654088,1977223495,2024986203,3130600053,871609645,913335512,-41725867,34818709,-6907158,2309822,-9216980,0.205187
740688,111335,LIBERTY REGIONAL MEDICAL CENTER,462 E. G. MILES PARKWAY,HINESVILLE,GA,31313,LIBERTY,25980,R,CAH,1,9,2021-12-01,2022-11-30,217.4,25,9125,355032,19265560,4934441,4998540,18697042,33954406,1727840,43932162,31667592,155519700,187187292,,,,51600749,145523933,151119067,46005615,52651451,-6645836,8804893,2159057,,2159057,0.234696
740705,250095,SOUTH SUNFLOWER COUNTY HOSPITAL,121 EAST BAKER STREET,INDIANOLA,MS,-38751,SUNFLOWER,99925,R,STH,1,9,2021-10-01,2022-09-30,116.58,46,16790,47702,3356060,1718230,1718230,10946928,18788996,875291,23118733,12433855,33959520,46393375,2982487,10946928,2528051,13168387,33887944,24253621,22802710,29735924,-6933214,7542974,609760,,609760,0.49832
740707,252014,NORTH MISSISSIPPI SPECIALTY HOSPITAL,303 MEDICAL CENTER DRIVE  STE B,BATESVILLE,MS,38606,PANOLA,99925,R,LTCH,2,4,2022-03-31,2022-09-30,17,31,5704,,,,,539885,1098036,38278,1521239,1897211,,1897211,,539885,,1897211,,1316932,580279,1637921,-1057642,,-1057642,,-1057642,
740721,424002,LIGHTHOUSE CARE CENTER OF CONWAY,152 WACCAMAW MEDICAL PARK DRIVE,CONWAY,SC,29526,HORRY,34820,U,PH,4,4,2022-01-01,2022-12-31,,105,38325,,,,,8086885,8770905,405723,13445434,49412000,549300,49961300,,,,49412000,549300,35647857,14313443,15345969,-1032526,12486,-1020040,,-1020040,
740735,521348,VERNON MEMORIAL HOSPITAL,507 SOUTH MAIN ST,VIROQUA,WI,54665,VERNON,99952,R,CAH,1,2,2021-10-01,2022-09-30,281.21,25,9125,742302,1588102,1348397,1759027,31623331,35190048,4204706,56099420,22635336,113840603,136475939,,,,25502766,138501208,86984166,77019808,66813379,10206429,-3395108,6811321,7227138,-415817,0.411057
740815,194107,BATON ROUGE BEHAVIORAL HOSPITAL,4040 NORTH BOULEVARD,BATON ROUGE,LA,70806,EAST BATON ROUGE PARISH,12940,U,PH,4,4,2021-10-01,2022-09-30,87.52,47,17155,,,,,4745335,4807716,50066,8180820,20370000,955845,21325845,,,,21971705,955845,15748026,7179524,9553051,-2373527,3032,-2370495,,-2370495,
740817,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,2238,MIDDLESEX,15764,U,STH,1,2,2021-10-01,2022-09-30,1420.62,186,67979,3047162,7141788,6385476,13875463,124669630,241069576,27715664,310509170,207844762,418783629,626628391,25446716,124669630,19790948,208032357,419365631,290040965,337357023,365739206,-28382183,20414902,-7967281,,-7967281,0.495524
740836,422004,SPARTANBURG HOSPITAL FOR RESTORATIVE,389 SERPENTINE DRIVE,SPARTANBURG,SC,29303,SPARTANBURG,43900,U,LTCH,2,11,2021-10-01,2022-09-30,148.41,40,14600,,,,,14860398,11402208,922784,27919304,59994095,9000,60003095,,,,59995618,7477,37204000,22799095,26262606,-3463511,635000,-2828511,,-2828511,
740842,454103,KINGWOOD PINES HOSPITAL,2001 LADBROOK,KINGWOOD,TX,77339,HARRIS,26420,U,PH,4,4,2022-01-01,2022-12-31,184.7,116,42340,,,,,13271007,9857816,654804,21236458,60724000,3173100,63897100,,,,60724000,3173100,38637002,25260098,22130864,3129234,40013,3169247,,3169247,
740845,462003,WESTERN PEAKS SPECIALTY HOSPITAL,401 SOUTH 400 EAST,BOUNTIFUL,UT,84010,DAVIS,36260,U,LTCH,2,5,2022-01-01,2022-12-31,227.79,59,21535,,,,,18909403,17715133,1457515,36108809,70119351,230,70119581,,,,67693200,2426383,38395595,31723988,36624536,-4900548,8477274,3576726,,3576726,
740847,673074,EVEREST REHABILITATION HOSPITAL TEMP,23621 SE HK DODGEN LOOP,TEMPLE,TX,76504,,28660,U,RH,5,6,2022-01-01,2022-12-31,79.51,36,13140,,,,,6236750,9187119,1536957,15812193,26496326,269482,26765808,,,,26496325,269482,11918192,14847615,15423869,-576254,26783,-549471,,-549471,
740860,62011,CRAIG HOSPITAL,3425 S. CLARKSON ST.,ENGLEWOOD,CO,80113,ARAPAHOE,19740,U,LTCH,2,2,2021-10-01,2022-09-30,840.21,93,33945,,,,,73551656,66649179,8735764,117071435,236620525,22487019,259107544,,,,236620525,22487019,131333487,127774057,140200835,-12426778,-10929562,-23356340,111342,-23467682,
740868,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30459,BULLOCH,99911,R,STH,1,5,2021-10-01,2022-09-30,689.09,142,51830,7686727,29572605,11281533,14173379,47477544,99644229,8849071,131166898,487847894,623367123,1111215017,11237531,47397247,6613300,488352898,623581884,927962703,183972079,147121773,36850306,7446036,44296342,,44296342,0.118039
740872,114008,COASTAL HARBOR TREATMENT CENTER,1150 CORNELL AVENUE,SAVANNAH,GA,31406,,36740,U,PH,4,4,2022-01-01,2022-12-31,108.47,74,27010,,,,,15464454,13877175,1087891,23801347,72786600,3003420,75790020,,,,72786600,3003420,46849390,28940630,26401559,2539071,1600076,4139147,,4139147,
740899,314021,HAMPTON HOSPITAL,RANCOCAS ROAD,WESTHAMPTON,NJ,8073,BURLINGTON,15804,U,PH,4,4,2022-01-01,2022-12-31,234.89,120,43800,,,,,16773112,15754170,998286,25245249,57254550,5556435,62810985,,,,60671351,6247595,33967537,32951409,32141158,810251,200525,1010776,,1010776,
740918,450498,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,BRECKENRIDGE,TX,-76424,STEPHENS,99945,R,STH,1,9,2021-10-01,2022-09-30,95.3,40,14600,1251116,35642,1268195,1561372,5898476,8021599,407209,12791023,3413534,23148927,26562461,893644,5897732,1345006,3413534,23894846,17922104,9386276,13920075,-4533799,36014058,31480259,31601757,-121498,0.481545
740984,444027,CREEKSIDE BEHAVIORAL HEALTH,1025 EXECUTIVE PARK BLVD,KINGSPORT,TN,37660,SULLIVAN,28700,U,PH,4,4,2022-01-01,2022-12-31,103.25,72,26280,,,,,8559671,6991758,270639,16296706,49318045,10106611,59424656,,,,49318045,11292411,43774627,16835829,15551429,1284400,1382067,2666467,,2666467,
740993,673073,EVEREST REHABILITATION HOSPITAL LONG,701 E LOOP 281,LONGVIEW,TX,75605,GREGG,30980,U,RH,5,6,2022-01-01,2022-12-31,65.28,36,13140,,,,,4935927,9828895,1563905,15064655,22930181,463550,23393731,,,,22930241,463489,11453123,11940607,14764822,-2824215,16225,-2807990,,-2807990,
741021,190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE STREET,LAFAYETTE,LA,70503,LAFAYETTE PARISH,29180,U,STH,1,2,2021-10-01,2022-09-30,2031.39,390,142350,420745,23132529,5239671,5344882,164550855,394577548,17534295,453563967,1268951817,1134836585,2403788402,28954409,158446693,24942506,1281654865,1166111348,1967581835,480184378,559128403,-78944025,54942916,-24001109,,-24001109,0.188687
741022,190202,OCHSNER MEDICAL CENTER - BATON ROUGE,MEDICAL CENTER DRIVE,BATON ROUGE,LA,70816,E. BATON ROUGE PARISH,12940,U,STH,1,2,2021-10-01,2022-09-30,1851.97,171,62415,2666538,10524692,5518972,28460856,122168676,291973759,27863199,345981475,321126011,987100222,1308226233,25105403,136409700,11368687,323868674,1001332982,953840908,371360748,414142435,-42781687,68214833,25433146,,25433146,0.264466
741034,371333,CREEK NATION COMMUNITY HOSPITAL,309 NORTH 14TH STREET,OKEMAH,OK,74859,OKFUSKEE,99937,R,CAH,1,13,2021-10-01,2022-09-30,23.51,25,9125,,932662,638014,5545059,5309713,21290627,2100141,65216758,5470860,89736234,95207094,,,,6330042,187870037,123494550,70705529,72059420,-1353891,14376500,13022609,,13022609,0.684999
741056,494025,VIRGINIA BEACH PSYCHIATRIC CENTER,1100 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,,47260,U,PH,4,4,2022-01-01,2022-12-31,165.4,100,36500,,,,,11549205,10794081,510307,17315669,48588000,2913105,51501105,,,,48588000,2913105,32461399,19039706,19259080,-219374,76028,-143346,,-143346,
741059,104026,FT. LAUDERDALE HOSPITAL,1601 EAST LAS OLAS BLVD,FT. LAUDERDALE,FL,33301,BROWARD,22744,U,PH,4,4,2022-01-01,2022-12-31,275.81,182,66430,,,,,17046263,20858022,6511922,30287927,101335400,5314819,106650219,,,,104806298,5314819,63812757,46308360,38535857,7772503,285418,8057921,,8057921,
741112,150015,FRANCISCAN HEALTH MICHIGAN CITY,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,,33140,R,STH,1,1,2022-01-01,2022-12-31,884,119,43435,8514590,3999155,9418189,9418189,84565372,175146645,21077349,233345171,372470835,737711300,1110182135,21126014,84565372,3260011,365228601,755851863,844355987,276724477,259763387,16961090,3840440,20801530,-1819221,22620751,0.210186
741114,190044,ACADIA GENERAL HOSPITAL,190044,CROWLEY,LA,70526,,29180,U,STH,1,2,2021-10-01,2022-09-30,223.95,54,19710,57763,3651626,986932,4813619,15616399,34695867,3214636,48241722,56994392,154821162,211815554,3291273,15604860,2445590,57275587,155610124,172674587,40211124,50312266,-10101142,5474377,-4626765,,-4626765,0.227753
741116,233027,REHABILITATION INSTITUTE OF MICHIGAN,261 MACK AVE,DETROIT,MI,48201,WAYNE,19804,U,RH,5,4,2021-11-01,2022-10-31,408.6,67,24605,,,,,35284864,36002171,3373157,65815531,97426370,125299228,222725598,,,,97426753,128213132,156644619,68995266,71287035,-2291769,-833830,-3125599,,-3125599,
741122,251337,TIPPAH COUNTY HOSPITAL,1005 CITY AVE NORTH,RIPLEY,MS,38663,TIPPAH,99925,R,CAH,1,9,2021-10-01,2022-09-30,122.73,25,9125,161849,2085179,1198726,1198726,8172255,13512141,571301,18444839,12268629,24245459,36514088,,,,12819904,28611325,24414374,17016855,21684396,-4667541,3036396,-1631145,-8810,-1622335,0.505143
741123,260025,HANNIBAL REGIONAL HOSPITAL,HIGHWAY 36  6000 HOSPITAL DRIVE,HANNIBAL,MO,63401,MARION,99926,R,STH,1,2,2021-10-01,2022-09-30,1039.89,86,31390,4003392,6092110,5864291,14856973,107165145,134344499,10997126,165458163,194980923,358760931,553741854,18553755,107165145,16997258,200495165,423370853,397681902,226184116,241512229,-15328113,15665516,337403,10401498,-10064095,0.2988
741136,341316,HIGHLANDS CASHIERS HOSPITAL,HIGHWAY 64E,HIGHLANDS,NC,28741,MACON,99934,R,CAH,1,4,2021-12-01,2022-11-30,79.49,24,8760,1231460,659372,1486848,1840803,7663107,18922674,997885,20203285,11397378,40292568,51689946,,,,11365296,40324651,32679042,19010905,26585781,-7574876,243278,-7331598,-2,-7331596,0.390855
741137,351312,NORTHWOOD DEACONESS HEALTH CENTER,4 N PARK STREET,NORTHWOOD,ND,-58267,GRAND FORKS,24220,U,CAH,1,2,2022-01-01,2022-12-31,45.29,12,4380,38249,120000,156909,421825,8059225,7351572,553964,14807196,6167486,8806867,14974353,,,,6277576,9011155,577481,14711250,15411778,-700528,5167450,4466922,608,4466314,0.988837
741143,370057,MUSCOGEE CREEK NATION MED CENTER,1401 MORRIS DRIVE,OKMULGEE,OK,74447,OKMULGEE,46140,U,STH,1,13,2021-10-01,2022-09-30,143.64,50,18250,,1650800,686820,686820,8123260,19243631,1121546,33726398,17710129,63021227,80731356,4585568,8123260,,17710217,63021226,52578207,28153236,27366891,786345,3666748,4453093,,4453093,0.417761
741152,421304,EDGEFIELD COUNTY HEALTHCARE,300 RIDGE MEDICAL PLAZA,EDGEFIELD,SC,-29824,EDGEFIELD,12260,R,CAH,1,9,2021-10-01,2022-09-30,112.87,25,9125,140258,2031786,1761733,1761733,9619599,7755737,405694,18202292,2799054,19519653,22318707,,,,2821499,21487046,8843986,15464559,17375336,-1910777,784995,-1125782,,-1125782,0.815562
741153,431311,SANFORD HOSPITAL WEBSTER,1401 W 1ST STREET,WEBSTER,SD,57274-0489,DAY,99943,R,CAH,1,2,2022-01-01,2022-12-31,40.94,25,9125,493786,379236,717404,717404,4616414,4809887,563564,9776168,2471762,13995278,16467040,,,,2471762,14231568,6151401,10551929,9426301,1125628,307806,1433434,,1433434,0.593681
741159,442010,BAPTIST MEM RESTORATIVE CARE HOSP.,6019 WALNUT GROVE,MEMPHIS,TN,38120,SHELBY,32820,U,LTCH,2,1,2021-10-01,2022-09-30,61.13,30,10950,,,,,4992264,8373037,124103,13805079,50857786,19059,50876845,,4992264,,50857785,19059,39478471,11398373,13365301,-1966928,131498,-1835430,,-1835430,
741163,451342,MITCHELL COUNTY HOSPITAL,997 WEST I-20,COLORADO CITY,TX,-79512,MITCHELL,99945,R,CAH,1,9,2021-10-01,2022-09-30,120.04,25,9125,619399,6243648,6401667,6401667,10645102,10212066,1422495,17834587,1469796,17772152,19241948,,,,1497118,21209104,7244574,15461648,20857168,-5395520,4800793,-594727,,-594727,0.92686
741164,451344,HANSFORD COUNTY HOSPITAL DISTRICT,707 SOUTH ROLAND STREET,SPEARMAN,TX,79081-3341,HANSFORD,99945,R,CAH,1,11,2021-10-01,2022-09-30,150.8,14,5110,391199,345090,798047,1889685,10318852,14875013,980184,15564314,3430097,9771607,13201704,,,,3433894,15845344,3237148,16042090,25193865,-9151775,6073465,-3078310,135566,-3213876,1.178963
741166,501302,DAYTON GENERAL HOSPITAL,1012  S. THIRD STREET,DAYTON,WA,99328,COLUMBIA,99950,R,CAH,1,11,2022-01-01,2022-12-31,160.37,25,9125,111025,195287,279829,2618460,14455574,17723787,1081610,30457155,9154732,26080737,35235469,,,,9393791,29896844,10755890,28534745,32179361,-3644616,2999222,-645394,-5,-645389,0.864389
741176,50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,-95965,BUTTE,17020,U,STH,1,2,2021-12-01,2022-11-30,1358.5,153,53125,6723873,454047,6882790,35921083,148553037,242872505,1644027,297628526,442576322,523166754,965743076,27343648,148553037,11762055,475366359,597457451,724995393,347828417,391425542,-43597125,39825850,-3771275,137,-3771412,0.308186
741178,102030,SSH - DAYTONA BEACH,301 MEMORIAL MEDICAL PKWY  11TH FL,DAYTONA BEACH,FL,32117,VOLUSIA,19660,U,LTCH,2,4,2021-12-01,2022-11-30,108.17,34,12410,,,,,8649559,9285909,706368,18377928,141841432,,141841432,1395620,8649559,465948,141841431,,120608574,21232857,17935468,3297389,28782,3326171,2092239,1233932,
741179,104049,SOUTHERN WINDS HOSPITAL  LLC,4225 W 20TH AVENUE,HIALEAH,FL,33012,,33124,U,PH,4,4,2022-01-01,2022-12-31,183.99,72,26280,,,,,9065881,7139929,198928,14424868,45079046,,45079046,,,,45079045,,27686943,17392102,16205810,1186292,2131463,3317755,,3317755,
741181,140300,PROVIDENT HOSPITAL,500 EAST 51ST STREET,CHICAGO,IL,-60615,COOK,16984,U,STH,1,13,2021-12-01,2022-11-30,327.25,31,11315,2071969,1570671,3464816,36127374,26886858,53244242,1806843,93828590,11259056,91462264,102721320,10701824,31857218,,11259056,119630154,101467860,29421350,80131100,-50709750,2563372,-48146378,,-48146378,0.913429
741191,180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,99918,R,STH,1,2,2021-10-01,2022-09-30,2926.39,328,120010,2414765,47672238,11043919,29844043,245390656,401932000,29587959,429119617,1048738432,1471636107,2520374539,72281443,245390656,32871778,1093204960,1575610348,2113669959,555145349,647322656,-92177307,67916693,-24260614,,-24260614,0.17026
741201,190167,MERCY REGIONAL MEDICAL CENTER,800 EAST MAIN STREET,VILLE PLATTE,LA,70586,EVANGELINE PARISH,99919,R,STH,1,4,2021-10-01,2022-09-30,190.9,27,9855,,2256511,485931,485931,14684710,22520124,410321,31791023,57658367,117046993,174705360,1889640,14684710,,58230492,116474868,146404946,28300414,37204834,-8904420,4960627,-3943793,,-3943793,0.181969
741214,271335,COMMUNITY HOSPITAL OF ANACONDA,401 WEST PENNSYLVANIA,ANACONDA,MT,59711-1999,DEER LODGE,99927,R,CAH,1,2,2022-01-01,2022-12-31,355.4,25,9125,570023,1165420,1132929,1132929,37977288,49867695,1849428,63184196,19824041,105661655,125485696,,,,23347337,131441789,65830359,88958767,87844983,1113784,-1560805,-447021,,-447021,0.503517
741239,364029,LAURELWOOD HOSPITAL,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,,17460,U,PH,4,4,2022-01-01,2022-12-31,206.97,159,58035,,,,,13969499,12832011,565818,21644662,64708000,4835117,69543117,,,,69200482,4835117,44674279,29361320,27274095,2087225,7916,2095141,,2095141,
741244,420043,CHEROKEE MEDICAL CENTER,1530 NORTH LIMESTONE STREET,GAFFNEY,SC,29340,CHEROKEE,99942,R,STH,1,4,2021-10-01,2022-09-30,200.71,25,9125,2861733,18244290,7493823,8310498,23919606,32235960,2637495,55528112,44402298,175342021,219744319,5728653,24029842,1859990,44402297,207718892,190903711,61217478,56155566,5061912,1616658,6678570,,6678570,0.252694
741248,450155,HEREFORD REGIONAL MEDICAL CTR,801 EAST 3RD STREET,HEREFORD,TX,-79045,DEAF SMITH,99945,R,STH,1,11,2021-10-01,2022-09-30,151.41,32,11680,4295654,4377480,6809903,6809903,10350183,20636179,3640725,28653874,9069636,40433202,49502838,1639225,10350183,826930,9118395,41530808,31569026,19080177,30986362,-11906185,17243872,5337687,522846,4814841,0.578833
741250,454064,RIVER CREST HOSPITAL,1636 HUNTERS GLEN RD,SAN ANGELO,TX,76907,,41660,U,PH,4,4,2022-01-01,2022-12-31,116.15,80,29200,,,,,6883426,6942520,240151,10875228,27637600,2071014,29708614,,,,27637600,2071014,16396969,13311645,13365907,-54262,42177,-12085,,-12085,
741252,460006,LDS HOSPITAL,8TH AVENUE AND C STREET.,SALT LAKE CITY,UT,-84143,SALT LAKE,41620,R,STH,1,2,2022-01-01,2022-12-31,968.99,216,78840,10538255,8993014,13445162,13445162,86930315,240161801,3270120,248675053,377038288,393304941,770343229,23418713,88957940,12937869,376960385,406072543,475984978,307047950,323887017,-16839067,7362534,-9476533,3599,-9480132,0.322811
741261,40156,BMH-CRITTENDEN,2100 NORTH SEVENTH STREET,WEST MEMPHIS,AR,72301,,32820,U,STH,1,2,2021-10-01,2022-09-30,303.72,11,4015,1451564,4368423,2044390,2684593,7595621,13854236,1181522,20832521,11102327,148296920,159399247,1476752,7595621,,11062708,148798266,140963024,18897950,21449857,-2551907,421841,-2130066,,-2130066,0.130694
741276,191302,ST MARTIN HOSPITAL,210 CHAMPAGNE BLVD,BREAUX BRIDGE,LA,70157,ST. MARTIN PARISH,29180,U,CAH,1,2,2021-10-01,2022-09-30,142,25,9125,22451,1639586,591240,591240,11074370,22854505,819744,34561477,21325702,78369945,99695647,,,,21325702,78374155,63415821,36284036,33928875,2355161,3369169,5724330,467,5723863,0.34667
